"554","pieterhuybrechts","Vlaams Belang","471","Pieter","Huybrechts","1956-06-01","Herentals",""
"555","yamilaidrissi","sp.a","561","Yamila","Idrissi","1968-04-15","","Flemish Parliament"
"556","verajans","CD&V","473","Vera","Jans","1978-05-12","Lanaken","Flemish Parliament"
"557","chrisjanssens","Vlaams Belang","474","Chris","Janssens","1977-11-08","Genk","Flemish Parliament"
"558","patrickjanssens","sp.a","475","Patrick","Janssens","1956-09-19","",""
"559","wardkennes","CD&V","476","Ward","Kennes","1967-03-30","Kasterlee","Mayor"
"560","marinokeulen","Open VLD","477","Marino","Keulen","1963-10-24","Lanaken","Mayor"
"561","elskindt","CD&V","478","Els","Kindt","1971-05-12","Lichtervelde",""
"562","janlaurys","CD&V","601","Jan","Laurys","1952-08-19","Diest","Mayor"
"563","marcellogist","sp.a","480","Marcel","Logist","1947-11-20","Tienen","Mayor"
"564","chokrimahassine","sp.a","481","Chokri","Mahassine","1960-03-16","LEOPOLDSBURG",\N
"565","bartmartens","sp.a","482","Bart","Martens","1969-08-27","ANTWERPEN",\N
"566","katleenmartens","Vlaams Belang","483","Katleen","Martens","1969-03-11","",\N
"567","mariusmeremans","N-VA","484","Marius","Meremans","1967-05-20","Dendermonde","Flemish Parliament"
"568","elisabethmeuleman","Groen!","485","Elisabeth","Meuleman","1975-09-03","Oudenaarde","Belgian Senate"
"569","fientjemoerman","Open VLD","486","Fientje","Moerman","1958-10-19","",\N
"570","dirkpeeters","Groen!","487","Dirk","Peeters","1958-11-14","OUD-TURNHOUT",\N
"571","lydiapeeters","Open VLD","488","Lydia","Peeters","1969-01-17","Dilsen-Stoken","Mayor"
"572","janpenris","Vlaams Belang","489","Jan","Penris","1964-01-12","Merksem","Federale Kamer van Volksvertegenwoordigers"
"574","sabinepoleyn","CD&V","491","Sabine","Poleyn","1973-11-27","ZWEVEGEM",\N
"575","peterreekmans","LDD","492","Peter","Reekmans","1975-01-09","Glabbeek","Mayor"
"576","elsrobeyns","sp.a","493","Els","Robeyns","1977-09-13","Wellen","Mayor"
"577","tinnerombouts","CD&V","569","Tinne","Rombouts","1979-09-29","Meerle (Hoogstraten) ","Mayor"
"578","bjornrzoska","Groen!","495","Björn","Rzoska","1973-05-12","Lokeren","Flemish Parliament"
"579","ivansabbe","LDD","496","Ivan","Sabbe","1960-10-10","",\N
"580","hermessanctorum","Groen!","497","Hermes","Sanctorum","1981-05-07","Lubbeek","Belgian Senate"
"581","johansauwens","CD&V","807","Johan","Sauwens","1951-03-14","BILZEN",\N
"582","katrienschryvers","CD&V","658","Katrien","Schryvers","1964-01-11","Zoersel","Alderman (or Chair of CPAS)"
"583","willysegers","N-VA","2275","Willy","Segers","1958-11-21","Dilbeek","Mayor"
"584","stefaansintobin","Vlaams Belang","501","Stefaan","Sintobin","1960-01-13","Izegem","Province or municipal councillor"
"585","grietsmaers","CD&V","502","Griet","Smaers","1977-06-10","Geel","Alderman (or Chair of CPAS)"
"586","felixstrackx","Vlaams Belang","503","Felix","Strackx","1955-02-04","BAAL",\N
"587","eriktack","Vlaams Belang","504","Erik","Tack","1958-10-08","RONSE",\N
"588","valerietaeldeman","CD&V","603","Valerie","Taeldeman","1975-12-27","Maldegem","Alderman (or Chair of CPAS)"
"589","bart@tommelein.be","Open VLD","1272","Bart","Tommelein","1962-05-04","Oostende","Flemish Goverment"
"590","gulerturan","sp.a","507","Güler","Turan","1975-02-01","Berchem","Belgian Senate"
"591","marcvandevijver","CD&V","608","Marc","Van de Vijver","1961-11-19","Haasdonk","Mayor"
"592","marleenvandeneynde","N-VA","3546","Marleen","Van den Eynde","1965-07-06","Kontich",""
"593","koenvandenheuvel","CD&V","510","Koen","Van den Heuvel","1964-08-01","Puurs","Mayor"
"594","veravanderborght","Open VLD","511","Vera","Van der Borght","1952-01-03","MOORSEL",\N
"595","luckasvandertaelen","Groen!","512","Luckas","Van Der Taelen","1958-01-21","Vorst",\N
"598","christianvaneyken","UF","515","Christian","Van Eyken","1954-08-16","Zaventhem","Flemish Parliament"
"599","jorisvanhauthem","Vlaams Belang","516","Joris","Van Hauthem","1963-11-29","LENNIK",\N
"600","bartvanmalderen","sp.a","517","Bart","Van Malderen","1973-11-17","Oudegem","Province or municipal councillor"
"601","dirkvanmechelen","Open VLD","518","Dirk","Van Mechelen","1957-08-27","Kapellen","Mayor"
"602","karimvanovermeire","N-VA","519","Karim","Van Overmeire","1964-10-14","Erembodegem","Flemish Parliament"
"603","petervanrompuy","CD&V","520","Peter","Van Rompuy","1980-03-05","Beersel","Belgian Senate"
"604","ericvanrompuy","CD&V","521","Eric","Van Rompuy","1949-11-23","Zaventem","Federal Chamber of Representatives"
"605","sasvanrouveroij","Open VLD","522","Sas","van Rouveroij","1957-06-13","",\N
"606","gerdavansteenberge","Independent","523","Gerda","Van Steenberge","1965-11-27","ERPE-MERE",\N
"607","mercedesvanvolcem","Open VLD","524","Mercedes","Van Volcem","1971-12-29","Assebroek","Flemish Parliament"
"608","marcvandenbussche","Open VLD","525","Marc","Vanden Bussche","1950-04-16","Koksijde","Mayor"
"609","marleenvanderpoorten","Open VLD","526","Marleen","Vanderpoorten","1954-07-21","Lier",""
"610","jurgenvanlerberghe","sp.a","574","Jurgen","Vanlerberghe","1969-02-21","POPERINGE",\N
"611","lodevereeck","Open VLD","528","Lode","Vereeck","1965-01-23","","Belgian Senate"
"612","janverfaillie","CD&V","529","Jan","Verfaillie","1972-10-08","VEURNE",\N
"613","goedelevermeiren","N-VA","530","Goedele","Vermeiren","1962-02-08","Mortsel",\N
"614","christianverougstraete","Vlaams Belang","531","Christian","Verougstraete","1950-09-11","OOSTENDE",\N
"616","lindavissers","Vlaams Belang","533","Linda","Vissers","1961-02-05","OVERPELT",\N
"617","ullawerbrouck","LDD","534","Ulla","Werbrouck","1972-01-24","",\N
"618","wimwienen","Vlaams Belang","597","Wim","Wienen","1971-10-09","Hoboken",\N
"619","veliyuksel","CD&V","536","Veli","Yüksel","1971-03-30","Gent","Federal Chamber of Representatives"
"620","khadijazamouri","Open VLD","537","Khadija","Zamouri","1967-02-05","Koekelberg","Brussels Parliament"
"621","jeanjacquesdegucht","Open VLD","538","Jean-Jacques","De Gucht","1983-12-09","Aalst","Belgian Senate"
"623","cindyfranssen","CD&V","540","Cindy","Franssen","1976-01-30","Oudenaarde","Belgian Senate"
"624","liesjans","N-VA","541","Lies","Jans","1974-01-20","Kuringen","Flemish Parliament"
"625","fatmapehlivan","sp.a","542","Fatma","Pehlivan","1957-09-01","Wondelgem","Federal Chamber of Representatives"
"626","janroegiers","sp.a","543","Jan","Roegiers","1967-05-14","GENT",\N
"627","helgastevens","N-VA","544","Helga","Stevens","1968-08-09","Sint-Amandsberg","European Parliament"
"628","wilfriedvandaele","N-VA","545","Wilfried","Vandaele","1959-06-05","De Haan","Belgian Senate"
"629","johanverstreken","CD&V","546","Johan","Verstreken","1964-06-11","Oostende","Belgian Senate"
"631","filipanthuenis","Open VLD","1603","Filip","Anthuenis","1965-11-28","LOKEREN","Mayor"
"633","hildecrevits","CD&V","549","Hilde","Crevits","1967-06-28","Torhout","Flemish Goverment"
"634","ingridlieten","sp.a","1823","Ingrid","Lieten","1964-04-20","Hasselt",""
"635","philippemuyters","N-VA","551","Philippe","Muyters","1961-12-06","Edegem","Flemish Goverment"
"636","krispeeters","CD&V","552","Kris","Peeters","1962-05-18","Puurs","Federal Goverment"
"637","jokeschauvliege","CD&V","1096","Joke","Schauvliege","1970-03-16","Ertvelde (Evergem)","Flemish Goverment"
"638","pascalsmet","sp.a","554","Pascal","Smet","1967-06-30","Brussel","Brussels Goverment"
"639","freyavandenbossche","sp.a","555","Freya","Van den Bossche","1975-03-26","Gent","Flemish Parliament"
"640","jovandeurzen","CD&V","556","Jo","Vandeurzen","1958-06-02","Genk","Flemish Goverment"
"643","emilyhoyos","ECOLO","1610","Emily","Hoyos","1977-01-06","Lustin (Profondeville)",""
"644","oliviersaintamand","ECOLO","1612","Olivier","Saint-Amand","1967-05-09","Enghien","Mayor"
"646","sarahturine","ECOLO","1614","Sarah","Turine","1973-10-13","",\N
"647","ludwigcaluwe","CD&V","1607","Ludwig","Caluwé","1961-07-05","Essen","Provincial executive"
"648","tomdehaene","CD&V","1609","Tom","Dehaene","1969-03-05","Hofstade (Zemst)","Provincial executive"
"649","dirksterckx","Open VLD","804","Dirk","Sterckx","1946-09-25","Lint",\N
"650","marleentemmerman","sp.a","1613","Marleen","Temmerman","1953-03-24","Eksaarde",\N
"651","danieltermont","sp.a","1539","Daniël","Termont","1953-05-19","Gent","Mayor"
"653","josedaras","ECOLO","1617","José","Daras","1948-05-28","Poulseur",""
"654","philippedefeyt","ECOLO","1618","Philippe","Defeyt","1953-05-21","Jambes","Alderman (or Chair of CPAS)"
"655","claudedesama","PS",\N,"Claude","Desama","1942-10-09","",""
"656","philippemonfils","MR","1624","Philippe","Monfils","1939-01-04","Liège",""
"657","joslypiette","cdH","1626","Josly","Piette","1943-10-05","Glons","Mayor"
"659","hugocoveliers","Open VLD","1616","Hugo","Coveliers","1947-02-21","Antwerpen",\N
"660","jaakgabriels","Open VLD","1622","Jaak","Gabriels","1943-09-22","Bree",""
"661","louistobback","sp.a","1629","Louis","Tobback","1938-05-03","Heverlee","Mayor"
"662","woutervanbesien","Groen!","1689","Wouter","Van Besien","1971-11-01","Borgerhout (Antwerpen)","Flemish Parliament"
"665","francoiseduponttest","Other party","2213","Personne","Virtuelle","1989-12-06","Outsi-Plou","Expert of thinktank or Univ.professor"
"666","sabinejanssenstest","Other party","2211","Virtuele","Politica","1979-12-06","Bachten","Expert of thinktank or Univ.professor"
"667","azizalbishari","ECOLO","577","Aziz","Albishari","1965-08-23","Bruxelles",\N
"668","geertbourgeois","N-VA","578","Geert","Bourgeois","1951-07-06","Izegem","Flemish Goverment"
"669","maggiedeblock","Open VLD","579","Maggie","De Block","1962-04-28","Merchtem","Federal Goverment"
"670","sergedepatoul","DéFI","580","Serge","de Patoul","1955-09-06","Woluwe-Saint-Pierre","Alderman (or Chair of CPAS)"
"671","myriamdelacroixrolin","cdH","1567","Myriam","Delacroix-Rolin","1951-09-30","Rhode-Saint-Genèse",""
"672","olivierdeleuze","ECOLO","1568","Olivier","Deleuze","1954-12-18","Bruxelles","Mayor"
"673","micheldoomst","CD&V","1575","Michel","Doomst","1953-11-13","Gooik","Mayor"
"674","celinefremault","cdH","581","Céline","Fremault","1973-12-26","Uccle","Brussels Goverment"
"676","koengeens","CD&V","583","Koen","Geens","1958-01-22","Huldenberg","Federal Goverment"
"677","alainhutchinson","PS","584","Alain","Hutchinson","1949-12-10","Saint-Gilles",""
"678","emirkir","PS","585","Emir","Kir","1968-10-17","Saint-Josse-ten-Noode","Mayor"
"679","christiankrings","CSP","1611","Christian","Krings","1949-12-10","Sankt Vith","Mayor"
"680","yvesleterme","CD&V","1571","Yves","Leterme","1960-10-06","Ieper","Federale Kamer van Volksvertegenwoordigers"
"681","richardmiller","MR","586","Richard","Miller","1954-11-16","Havré","Federal Chamber of Representatives"
"682","gillesmouyard","MR","587","Gilles","Mouyard","1970-03-08","Vitrival","Walloon Parliament"
"683","lauretteonkelinx","PS","588","Laurette","Onkelinx","1958-10-02","Schaerbeek","Federal Chamber of Representatives"
"684","janpeumans","N-VA","4374","Jan","Peumans","1951-01-06","Riemst","Federale Kamer van Volksvertegenwoordigers"
"685","arnaudpinxteren","ECOLO","590","Arnaud","Pinxteren","1977-03-10","Bruxelles","Brussels Parliament"
"686","yvesreinkin","ECOLO","591","Yves","Reinkin",\N,"Stavelot",\N
"687","jeanlucroland","ECOLO","1628","Jean-Luc","Roland",\N,"Louvain-la-Neuve","Mayor"
"689","annickvandenendechapellier","cdH","1572","Annick","Van Den Ende - Chapellier","1965-05-14","Latour",""
"690","myriamvanlerberghe","sp.a","704","Myriam","Vanlerberghe","1961-11-22","Izegem","Provincial executive"
"692","juliedegroote","cdH","1463","Julie","de Groote","1964-05-18","Ixelles","Brussels Parliament"
"693","anthonydufrane","PS","1841","Anthony","Dufrane","1977-07-10","Lodelinsart","Walloon Parliament"
"694","josdemeyer","CD&V","642","Jos","De Meyer","1950-03-15","Sint-Niklaas","Province or municipal councillor"
"695","marcdeconinck","Other party","1707","Marc","Deconinck","1945-05-12","Beauvechain","Mayor"
"696","vincentscourneau","MR","1836","Vincent","Scourneau","1967-06-22","Braine-l'Alleud","Mayor"
"697","alainfauconnier","Other party","1837","Alain","Fauconnier",\N,"Braine-le-Château","Mayor"
"698","claudejossart","MR","1849","Claude","Jossart","1954-06-11","Blanmont","Mayor"
"699","lucdecorte","MR","1856","Luc","Decorte",\N,"Longueville",\N
"700","michaelgobletdalviella","MR","1855","Michael","Goblet d'Alviella",\N,"Court-Saint-Étienne","Mayor"
"701","gerardcouronne","MR","1854","Gérard","Couronné",\N,"Glabais","Mayor"
"703","rudicloots","cdH","1867","Rudi","Cloots",\N,"Hélécine","Mayor"
"704","ferdinandjolly","cdH","1868","Ferdinand","Jolly","1959-01-01","Ittre","Mayor"
"705","christophedister","MR","1852","Christophe","Dister","1970-12-05","La Hulpe","Province or municipal councillor"
"706","laurencerotthier","MR","1853","Laurence","Rotthier",\N,"Lasne","Mayor"
"707","philippeevrard","ECOLO","1782","Philippe","Evrard",\N,"Mont-Saint-Guibert","Mayor"
"708","pierrehuart","MR","1850","Pierre","Huart","1962-03-12","Nivelles","Mayor"
"709","huguesghenne","PS","1554","Hugues","Ghenne","1967-06-30","Orp-Jauche","Mayor"
"710","dannydegrauwe","Municipal Intrests","1866","Danny","Degrauwe",\N,"Ramillies","Mayor"
"711","dimitrilegasse","PS","849","Dimitri","Legasse","1970-08-16","Rebecq","Mayor"
"712","jeanvanderbecken","MR","1851","Jean","Vanderbecken",\N,"Rixensart","Mayor"
"713","micheljanuth","PS","1734","Michel","Januth","1963-05-05","Tubize","Mayor"
"714","emmanuelburton","MR","1443","Emmanuel","Burton","1973-11-14","Tilly","Mayor"
"715","laurencesmets","PS","1757","Laurence","Smets","1970-06-17","Nil-Pierreux","Mayor"
"716","jeanfersini","PS","1725","Jean","Fersini","1962-06-14","Aiseau-Presles","Mayor"
"717","philippetison","PS","1772","Philippe","Tison","1961-11-24","Anderlues","Mayor"
"718","bernardbauwens","PS","1681","Bernard","Bauwens","1958-05-29","Antoing",\N
"719","marcduvivier","PS","1723","Marc","Duvivier","1949-02-24","Bouvignes","Mayor"
"720","charlesdupuis","cdH","1869","Charles","Dupuis","1950-06-09","Solre-Saint-Géry ","Mayor"
"721","lucvansaingele","PS","1776","Luc","Vansaingele","1955-10-02","Beloeill","Mayor"
"722","rogervanderstraeten","PS","1775","Roger","Vanderstraeten","1953-11-28","Bernissart","Mayor"
"723","jeanclaudedebieve","PS","1706","Jean-Claude","Debiève","1945-03-25","Hornu","Mayor"
"724","jeanjacquesflahaux","MR","1499","Jean-Jacques","Flahaux","1955-07-19","Braine-le-Comte","Province or municipal councillor"
"725","andredesmarlieres","PS","1721","André","Desmarlières","1946-07-19","Brugelette","Mayor"
"727","veroniquedurenne","MR","1497","Véronique","Durenne","1969-03-08","Molenbaix","Mayor"
"728","karldevos","PS","1705","Karl","De Vos","1961-03-09","Chapelle-lez-Herlaimont","Mayor"
"729","danielvanderlick","PS","1774","Daniel","Vanderlick","1957-03-24","Châtelet","Mayor"
"730","brunolefebvre","PS","610","Bruno","Lefebvre","1980-06-28","Chièvres","Mayor"
"732","lucianodantonio","PS","1703","Luciano","d'Antonio","1960-02-25","Colfontaine","Mayor"
"733","gilbertdeleu","cdH","1870","Gilbert","Deleu",\N,"Comines-Warneton",""
"734","carolinetaquin","MR","1653","Caroline","Taquin",\N,"Courcelles","Mayor"
"735","xavierdupont","PS","857","Xavier","Dupont","1981-03-05","Écaussinnes","Mayor"
"736","idescauchie","cdH","1871","Ides","Cauchie","1949-04-15","Ellezelles","Mayor"
"737","davidlavaux","cdH","1872","David","Lavaux","1964-01-02","Erquelinnes","Mayor"
"738","auroretourneur","cdH","1873","Aurore","Tourneur","1980-01-01","Estinnes","Mayor"
"739","jeanlucborremans","PS","1693","Jean-Luc","Borremans","1956-10-17","Fleurus",\N
"740","philippemettens","PS","1748","Philippe","Mettens","1964-04-09","Flobecq","Mayor"
"741","noelvankerckhoven","PS","1773","Noël","Van Kerckhoven","1964-12-16","Fontaine-l'Evêque","Mayor"
"742","jeanmarcdupont","PS","1457","Jean-Marc","Dupont","1959-07-08","Frameries","Mayor"
"743","willydecuir","MR","1857","Willy","Decuir",\N,"Froidchapelle","Mayor"
"744","philippebusine","cdH","614","Philippe","Busine","1951-01-08","Hymiée ","Mayor"
"745","bernardpaget","PS","1753","Bernard","Paget","1951-12-16","Honnelles","Mayor"
"746","jacquesgobert","PS","1729","Jacques","Gobert","1961-05-13","La Louvière","Mayor"
"747","benoitfriart","MR","3069","Benoît","Friart","1951-06-03","Le Roeulx","Mayor"
"748","isabellegalant","MR","1858","Isabelle","Galant","1963-01-01","Lens","Province or municipal councillor"
"749","emmanuelwart","MR","2286","Emmanuel","Wart","1957-03-13","Les Bons Villers","Mayor"
"750","pascaldehandschutter","Independent","1704","Pascal","De Handschutter","1963-12-03","Lessines","Mayor"
"751","marcelbasile","cdH","1874","Marcel","Basile",\N,"Lobbes","Mayor"
"752","pascalhoyaux","PS","1733","Pascal","Hoyaux","1962-03-17","Manage","Mayor"
"753","philippelejeune","PS","1736","Philippe","Lejeune","1956-04-24","Merbes-le-Château","Mayor"
"754","albertdepret","MR","1859","Albert","Depret",\N,"Momignies","Mayor"
"755","jeanpierrebourdeaudhuy","MR","1860","Jean-Pierre","Bourdeaud'huy","1964-04-30","Mont-de-l'Enclus","Mayor"
"756","christianmoureau","PS","1750","Christian","Moureau","1959-01-19","Morlanwelz","Mayor"
"757","marcdhaene","cdH","1875","Marc","D'haene",\N,"Obigies ","Mayor"
"758","danielwestrade","PS","1778","Daniel","Westrade","1953-10-12","Wiers","Mayor"
"759","jeanpierrelepine","PS","1739","Jean-Pierre","Lepine","1959-06-28","Quaregnon","Mayor"
"760","florencelecompte","PS","1735","Florence","Lecompte","1971-05-02","Quévy","Mayor"
"761","veroniquedamee","MR","1861","Véronique","Damée","1962-04-30","Quiévrain","Mayor"
"762","michelcasterman","cdH","1876","Michel","Casterman",\N,"Rumes","Mayor"
"763","danielolivier","PS","1752","Daniel","Olivier","1950-03-13","Baudour","Mayor"
"764","benedictepoll","MR","1862","Bénédicte","Poll","1974-09-30","Arquennes","Mayor"
"765","christianleclercq","MR","3150","Christian","Leclercq",\N,"Silly","Mayor"
"766","jeanfrancoisgatelier","cdH","1877","Jean-François","Gatelier",\N,"Sivry-Rance","Mayor"
"767","jeanmicheljavaux","ECOLO","3222","Jean-Michel","Javaux","1967-11-24","Amay","Mayor"
"768","nikolausschumacher","Municipal Intrests","1878","Nikolaus (Klaus)","Schumacher",\N,"Halenfeld ","Mayor"
"769","stephanemoreau","PS","1749","Stéphane","Moreau","1964-05-26","Ans","Mayor"
"770","jeanclaudemeurens","MR","1864","Jean-Claude","Meurens",\N,"Aubel","Mayor"
"771","andrevrancken","PS",\N,"André","Vrancken","1952-03-08","Awans",""
"772","mauricefyon","PS","1727","Maurice","Fyon","1957-07-05","Baelen","Mayor"
"773","josephdedry","Other party","1879","Joseph","Dedry",\N,"Corswarem","Mayor"
"774","sergecappa","PS","1696","Serge","Cappa","1950-12-05","Beyne-Heusay","Mayor"
"775","polguillaume","MR","1865","Pol","Guillaume",\N,"Braives","Mayor"
"776","friedhelmwirtz","ProDG","1555","Friedhelm","Wirtz","1958-10-18","Büllingen","Mayor"
"777","philippedubois","MR","1881","Philippe","Dubois",\N,"Clavier","Mayor"
"778","jeanchristophehenon","Other party","1882","Jean-Christophe","Henon",\N,"Comblain-au-Pont","Mayor"
"779","arnauddewez","MR","1208","Arnaud","Dewez","1996-01-01","Dalhem","Mayor"
"780","yvanylieff","PS","1780","Yvan","Ylieff","1941-03-08","Dison","Mayor"
"781","jeanboxus","Municipal Intrests","1883","Jean-Luc","Boxus","1956-01-07","Donceel","Mayor"
"782","sergemanzato","PS","1747","Serge","Manzato","1970-10-03","Engis","Mayor"
"783","lauraiker","MR","1884","Laura","Iker",\N,"Esneux","Mayor"
"784","karlheinzklinkenberg","PFF","3149","Karl-Heinz","Klinkenberg",\N,"Eupen","Mayor"
"785","mariealicevandereyken","MR","1890","Marie-Alice","Vandereyken",\N,"Faimes","Mayor"
"786","fredericleonard","PS","1738","Frédéric","Léonard","1968-12-26","Ferrières","Mayor"
"787","henrichristophe","MR","1891","Henri","Christophe",\N,"Fexhe-le-Haut-Clocher","Mayor"
"788","rogerlespagnard","cdH","1892","Roger","Lespagnard",\N,"Fléron","Mayor"
"789","micheldombret","MR","1893","Michel","Dombret","1957-01-01","Boëlhe","Mayor"
"790","patricklecerf","MR","633","Patrick","Lecerf","1959-09-20","Hamoir","Mayor"
"791","erichautphenne","PS","1730","Éric","Hautphenne","1961-12-20","Couthuin","Mayor"
"792","alexishousiaux","PS","1732","Alexis","Housiaux","1953-12-23","Huy","Mayor"
"793","michelfransolet","MR","1894","Michel","Fransolet",\N,"Jalhay","Mayor"
"794","ludwiggoebbels","PFF","1897","Ludwig (Louis)","Goebbels",\N,"Hergenrath","Mayor"
"795","louisgaiotti","cdH","1898","Louis","Gaiotti","1947-01-01","Lierneux",""
"796","valeriedejardin","PS","1720","Valérie","Dejardin","1982-03-16","Limbourg","Mayor"
"797","yveskinnard","MR","1896","Yves","Kinnard",\N,"Lincent","Mayor"
"798","alfredlecerf","CSP","2247","Alfred","Lecerf",\N,"Lontzen","Mayor"
"799","jeanpaulbastin","cdH","1586","Jean-Paul","Bastin","1974-04-06"," G'Doumont-Malmedy",\N
"800","ericlomba","PS","1313","Éric","Lomba","1969-03-09","Marchin","Mayor"
"801","jeannedefaysdamoiseau","cdH","1899","Jeanne","Defays-Damoiseau","1953-09-14","Modave","Mayor"
"802","michellemmens","PS","1248","Michel","Lemmens","1967-07-20","Nandrin","Mayor"
"803","arthurcortis","PS","1701","Arthur","Cortis","1944-02-02","Neupré","Bourgmestre"
"804","ghislainsenden","cdH","1900","Ghislain","Senden",\N,"Olne","Mayor"
"805","isabellealbert","PS","1680","Isabelle","Albert","1973-08-25","Oreye","Mayor"
"806","philippegodin","Other party","1895","Philippe","Godin",\N,"Pepinster","Mayor"
"807","thierrywimmer","MR","1901","Thierry","Wimmer",\N,"Moresnet","Mayor"
"808","hansdieterlaschet","PFF","1902","Hans-Dieter","Laschet","1951-08-07","Raeren","Mayor"
"809","thierrymissaire","MR","1903","Thierry","Missaire",\N,"Remicourt","Mayor"
"810","francisdejon","cdH","1904","Francis","Dejon",\N,"Saint-Georges-sur-Meuse","Mayor"
"811","jacquesheleven","PS","1731","Jacques","Heleven","1953-12-04","Saint-Nicolas","Mayor"
"812","chantaldaniel","PS","1702","Chantal","Daniel","1965-10-05","Soumagne","Mayor"
"813","josephhoussa","MR","1905","Joseph","Houssa",\N,"Spa","Mayor"
"814","claudeancion","MR","1914","Claude","Ancion",\N,"Sprimont","Mayor"
"815","thierrydebournonville","MR","1915","Thierry","de Bournonville",\N,"Stavelot","Mayor"
"816","didiergilkinet","PS","1728","Didier","Gilkinet","1962-12-26","Stoumont","Mayor"
"817","philippeboury","MR","1916","Philippe","Boury","1959-11-26","Theux","Mayor"
"818","didierdoultremont","cdH","1917","Didier","D'oultremont",\N,"Thimister-Clermont","Mayor"
"819","cecilelouviauxthomas","cdH","3046","Cécile","Louviaux-Thomas",\N,"Tinlot","Mayor"
"820","francisbairin","MR","1919","Francis","Bairin",\N,"Trois-Ponts","Mayor"
"821","fabienbeltran","PS","1691","Fabien","Beltran","1968-06-24","Trooz","Mayor"
"822","hubertjonet","MR","1920","Hubert","Jonet",\N,"Verlaine","Mayor"
"823","charleswery","cdH","1921","Charles","Wéry",\N,"Villers-le-Bouillet",""
"825","claudeparmentier","PS","1885","Claude","Parmentier","1952-09-22","Wanze","Mayor"
"826","jacqueschabot","PS","1700","Jacques","Chabot","1953-10-10","Waremme","Mayor"
"827","josephhaquin","MR","1922","Joseph","Haquin",\N,"Ambresin","Mayor"
"828","jeanlucnix","MR","1923","Jean-Luc","Nix","1963-02-04","Welkenraedt","Mayor"
"829","vincentmagnus","cdH","1924","Vincent","Magnus",\N,"Arlon","Mayor"
"831","veroniquebiorditaddei","PS","1446","Véronique","Biordi-Taddei","1968-03-22","Athus","Mayor"
"832","bernardmoinet","cdH","1925","Bernard","Moinet","1954-10-03","Bastogne","Provincial executive"
"833","michelhardy","MR","1926","Michel","Hardy",\N,"Bertrix","Mayor"
"834","andredefat","MR","1927","André","Defat",\N,"Noirefontaine","Mayor"
"835","maximeleonet","Other party","1928","Maxime","Léonet",\N,"Haut-Fays","Mayor"
"836","philippebontemps","cdH","1929","Philippe","Bontemps",\N,"Durbuy","Mayor"
"837","micheljacquet","MR","1930","Michel","Jacquet",\N,"Érezée","Mayor"
"838","henrithiry","MR","1932","Henri","Thiry",\N,"Étalle","Mayor"
"839","nicolasstilmant","ECOLO","1010","Nicolas","Stilmant","1982-09-11","Fauvillers","Mayor"
"840","sylvietheodore","cdH","1933","Sylvie","Théodore",\N,"Florenville","Mayor"
"841","claudeleruse","PS","1740","Claude","Leruse","1954-06-21","Gouvy","Mayor"
"842","isabelleponcelet","cdH","1438","Isabelle","Poncelet","1967-03-13","Habay","Mayor"
"843","catherinemathelin","cdH","1934","Catherine","Mathelin",\N,"St Médard","Mayor"
"844","jacqueschaplier","cdH","1935","Jacques","Chaplier",\N,"Hotton","Mayor"
"845","marccaprasse","cdH","1936","Marc","Caprasse",\N,"Houffalize","Mayor"
"846","guygilloteaux","MR","1940","Guy","Gilloteaux",\N,"La Roche-en-Ardenne","Mayor"
"847","francisdemasy","cdH","1941","Francis","Demasy",\N,"Léglise","Mayor"
"848","annelaffut","MR","1942","Anne","Laffut",\N,"Ochamps","Mayor"
"849","pierrearnould","MR","1943","Pierre","Arnould",\N,"Libramont-Chevigny","Mayor"
"850","robertwuidar","MR","1944","Robert","Wuidar",\N,"Manhay","Mayor"
"851","danielwaty","cdH","1945","Daniel","Waty",\N,"Martelange","Mayor"
"852","pascalfrancois","PS","1726","Pascal","François","1957-08-18","Meix-devant-Virton","Mayor"
"853","rogerkirsch","cdH","1946","Roger","Kirsch",\N,"Messancy","Mayor"
"854","michelyans","PS","1779","Michel","Yans","1953-04-18","Musson","Mayor"
"855","marcquirynen","cdH","1947","Marc","Quirynen",\N,"Ambly","Mayor"
"856","freddyarnould","Other party","1948","Freddy","Arnould",\N,"Carlsbourg ","Mayor"
"857","luciennedethier","cdH","1949","Lucienne","Dethier",\N,"Cheoux","Mayor"
"858","carmenramlot","cdH","1950","Carmen","Ramlot",\N,"Rouvroy","Mayor"
"859","jeanluchenneaux","cdH","1951","Jean-Luc","Henneaux",\N,"VESQUEVILLE","Mayor"
"860","alainrongvaux","PS","1756","Alain","Rongvaux","1947-07-22","Saint-Léger","Mayor"
"861","joeltanghe","PS","1758","Joël","Tanghe","1967-04-30","Sainte-Ode",""
"862","jeanpierremagnette","cdH","1952","Jean-Pierre","Magnette",\N,"Bure","Mayor"
"863","marcgauthier","cdH","1953","Marc","Gauthier",\N,"Tenneville","Mayor"
"864","benoitpiedboeuf","MR","3295","Benoît","Piedboeuf","1959-04-06","Bellefontaine","Mayor"
"865","yvesbesseling","MR","1959","Yves","Besseling",\N,"Vaux-sur-Sûre","Mayor"
"866","eliedeblire","cdH","1960","Élie","Deblire","1959-05-13","Vielsalm","Mayor"
"867","francoisculot","Municipal Intrests","1961","François","Culot",\N,"Virton","Mayor"
"868","annebughinweinquin","cdH","1962","Anne","Bughin-Weinquin","1955-07-24","Lomprez","Mayor"
